Engine rpm,Lub oil pressure,Fuel pressure,Coolant pressure,lub oil temp,Coolant temp,Engine Condition
569,4.63769974,4.458156197,2.400935815,74.5919155,77.30948959,0
975,2.851345612,3.436134987,1.413888889,81.85690884,89.61064854,0
523,4.037701127,6.639511551,2.150149092,78.42849102,90.30814983,1
761,0.601278411,7.514691591,1.50813992,75.90878459,68.83460165,1
904,3.920830109,7.780998684,1.711286576,75.8790468,88.31969015,1
1521,4.184503225,6.73725678,2.019259385,77.6763855,76.17671097,1
516,2.781434902,3.43391761,2.312806856,81.0532459,72.43674572,1
790,3.728301954,9.260903495,2.20711127,85.15694104,83.73275861,0
869,3.905235219,5.31025725,0.784706166,78.41106851,78.79049062,1
1223,4.102128217,5.65741539,3.278998978,74.16114253,75.21818661,1
1384,0.259479674,12.14284087,3.785984041,77.78951386,86.34632501,1
830,2.942511018,6.471500104,2.429485003,75.42491476,80.32461847,1
1124,3.016499862,1.813251616,1.799600588,75.13755147,66.88456062,1
823,3.460977962,2.919108164,2.97767107,76.70341299,71.89963533,1
710,2.290682776,6.530769571,2.855587169,76.44985252,75.02954183,1
628,4.299812131,6.671608398,2.586010835,76.11393027,84.79508363,1
840,2.574044629,5.26762219,2.09115582,83.44104638,79.62446236,0
569,2.681017459,7.633607685,3.286169701,76.10963977,75.5320678,1
496,1.874389346,7.724722874,2.341019239,76.19984659,75.11678322,0
615,3.829215083,1.28678917,1.585029704,74.8057878,86.74351432,1
370,4.74462323,6.713390234,2.592523433,77.21526755,79.54199466,1
448,4.527674827,13.41128319,2.534686426,76.61852704,77.05492303,1
739,4.476393553,6.69971841,2.924731694,77.67058784,92.73184378,1
576,3.338777676,5.735033887,2.883196307,73.41123256,79.28007302,1
582,2.259615955,5.801183494,3.65621534,75.86056714,88.16974513,1
685,2.941039657,5.785641512,2.032577537,75.77190098,87.52646514,1
782,1.961151236,8.56439345,2.511618166,76.43830417,77.37116979,0
847,3.938406115,6.985322435,3.359049516,77.64375934,69.54319352,1
887,1.464346295,7.417346634,1.864806525,76.30812372,81.65293378,1
887,4.192601051,6.797956157,1.064139576,77.90613712,75.12396606,0
854,4.24401965,4.926447648,2.525502423,76.14305045,83.47121288,0
656,3.001340265,5.105646317,1.614635996,75.63930854,86.25978976,1
699,4.602142311,3.331015429,0.805562024,76.85278503,79.45571762,1
817,3.201312876,7.377102603,1.521308242,76.26651168,69.32056161,1
894,3.238417942,8.618690217,0.824224067,74.51936582,76.30568819,1
621,4.430691786,9.945979303,1.448946567,75.83255821,75.24289129,0
676,5.154383951,4.014879862,2.983216075,75.10503626,68.77949551,1
716,5.199400012,4.975387382,1.145154993,77.61123089,77.47106159,1
552,3.144595021,4.855246799,2.849956465,75.45311259,65.6732725,1
966,2.06923878,8.427977649,1.770769208,75.28473986,82.85768629,0
761,3.728717017,6.29386227,1.252481553,77.63778309,75.46511108,1
996,3.48858981,6.673206631,2.771706855,76.75405893,79.70216042,1
1499,3.083166966,6.530456608,2.538132193,78.28365169,74.56120639,0
862,3.025410304,4.462318553,1.824859725,75.90760598,63.61718586,1
645,2.862686887,6.011060261,3.372621873,74.44079863,91.14581683,1
726,2.510793024,6.347151307,2.250761224,83.98750795,65.6091507,1
914,2.97960631,9.607924349,2.534476996,84.83697761,74.9742769,1
1091,4.958479744,5.022005122,3.241100416,84.05806407,80.32297074,0
737,1.970876938,7.204581113,2.82073315,77.7897889,82.50302116,1
628,2.50224204,13.76926041,2.339963009,80.9200354,72.59569966,1
601,1.813163805,2.33720087,2.495572971,75.79442361,78.06824787,0
1063,2.95081446,11.88618156,1.192207881,78.12703377,74.53617347,1
662,2.774692646,8.75979063,1.05824716,76.91175243,86.18190153,1
944,2.86383119,8.249719312,3.122879827,78.1755495,84.49419092,0
634,3.086882573,1.364795774,1.887486386,77.97362857,74.95564298,1
729,2.884048986,5.825322967,2.464401959,78.80196301,79.59228827,1
530,2.155602189,2.779284043,2.797448267,76.45191225,78.16467134,1
925,2.081278554,3.379855821,3.268657176,75.37625916,78.00412257,0
750,2.799875311,7.631014562,2.911683498,76.63794498,79.40488845,1
902,3.361349877,5.506638716,2.291460383,81.42356272,75.56599293,0
1069,1.678349015,4.980654695,3.202777876,72.76674656,72.21271275,1
531,2.311120949,5.961368328,2.831200933,77.51840051,73.44799886,1
535,2.398537367,6.649382167,2.509934443,75.40213959,82.22937067,1
1273,4.581257293,5.127918353,1.322969347,78.80520551,88.43411568,0
1099,2.772396462,10.39417748,1.758073952,74.82565721,84.2048848,0
406,3.524711558,3.420953507,3.021717598,75.95806721,77.15634185,1
838,4.443468496,6.18930982,1.730792705,86.37594358,86.31434267,1
537,3.243790979,10.1770417,2.876193696,76.83444042,74.56281898,1
683,5.406167244,10.89710208,3.891155602,77.42847337,69.17010543,1
1073,2.157046822,3.499127343,2.599046387,74.3896665,78.0387269,1
1110,2.571307693,4.697183074,2.317045939,74.89955239,72.48881185,1
982,4.403864564,7.665391403,2.449049831,76.33439804,73.0484552,1
504,2.893385024,6.02519117,1.513985722,81.41786316,82.93630058,1
866,4.345612403,4.099512542,1.099195011,78.99241849,71.5855513,1
634,3.791634567,11.74519053,1.706863942,82.04421653,77.2488714,1
697,4.401611928,2.474715945,1.957102121,76.25895324,81.75371689,0
701,4.980955334,4.482216445,1.512679463,75.09814308,84.11414415,1
555,4.247507441,0.625999717,3.108186393,82.89391042,83.62292674,1
444,3.037433454,7.542188142,1.687151165,74.05554878,81.55608815,1
579,3.276845847,4.038914619,1.404801741,77.24114393,83.57065581,1
568,3.162449682,6.200137387,1.97545269,78.17779982,82.94701607,0
1004,4.598015355,4.720632153,2.610429528,81.92349285,73.00496763,1
902,5.03157767,5.635402126,0.393704565,78.60021534,75.00542322,1
855,2.336942986,5.900080927,2.045913567,85.95224781,74.4010374,0
805,4.026815672,7.442839879,2.751056889,77.33852978,81.2242681,0
766,2.662948827,12.27024893,1.944767603,75.40208888,65.90760433,1
799,2.449096111,5.291652866,2.23529831,77.14148439,69.32294962,1
282,2.697698266,5.985888799,1.2275029,77.47628451,74.81463618,1
1134,3.334654539,7.141066205,3.538895973,75.49839239,73.76635618,1
836,3.268768412,4.624212528,0.998205316,75.91002603,73.89714826,1
452,4.955552325,5.556582761,2.922042981,74.7092951,68.68016957,1
638,2.62835048,4.268695399,1.735175468,78.16476019,67.16773119,1
1234,3.299613038,5.844859861,3.206803532,76.75907111,72.99887471,1
657,3.930378865,6.300935462,1.583625337,78.52986988,77.53383494,1
1109,4.364793687,6.9576559,1.255467599,77.46951823,82.46817807,0
584,2.575541327,4.619378831,2.802962933,77.31439322,63.53942949,1
1260,4.11748472,5.193181186,3.089205161,76.09139644,91.60013446,0
562,2.364777323,8.740706129,1.805732125,76.54417427,78.16796868,1
916,1.747559747,6.281865942,1.842295237,78.41662973,89.48258113,1
987,4.600370821,3.870395218,2.417034628,78.5932737,73.644605,1
1507,2.084759612,4.900020884,1.617427597,77.92053401,89.66274049,0
539,4.662042471,4.25991694,2.386211315,76.39783273,83.67923363,1
1463,4.24597106,5.299983889,2.644055719,82.96432832,79.35462356,0
551,4.965934023,5.327157484,1.44482783,74.88851704,82.33837043,1
1294,4.461226757,6.811442581,1.182381005,78.22617184,85.01906217,1
853,3.757125001,4.465336169,2.82918899,86.14057289,73.07272756,0
687,1.990095544,4.276250934,1.113376203,76.22503198,80.96307165,0
276,4.662539811,7.291025761,2.606828672,76.73441171,71.44680796,1
461,3.631233069,8.730033422,2.086720623,74.79630382,82.39486388,1
1335,3.105587951,10.27293722,4.118228368,74.08573752,79.9257705,0
892,4.766785688,7.424992483,1.162391868,80.3270033,87.03468664,1
1005,4.3942543,6.725166457,1.253641542,86.56582017,78.93385955,1
686,4.085525589,5.813183691,2.50513748,76.00755455,88.99498839,1
404,2.443847667,9.902527372,1.544965681,78.14175766,76.967926,1
811,3.361396967,10.33251878,1.860208587,74.88168658,79.2257782,1
712,2.488927695,6.077248022,2.020301247,76.52161916,87.46633328,0
1344,3.073297156,8.596405323,1.306151669,77.12549354,79.09651743,1
848,4.143512581,2.86629221,2.521902353,86.77647934,77.87564948,1
939,2.183602826,5.580709479,1.758184529,73.71447355,81.71540653,0
609,2.5107573,1.386040977,2.820138205,76.98598449,92.31880245,0
576,2.53892001,7.296644609,1.5778084,76.5758931,84.7286058,1
768,2.981184973,5.87121804,1.972228463,77.04468841,74.00601953,1
1036,1.802610521,8.964665045,2.328977277,76.6747404,90.50329937,0
892,2.303704267,12.29772043,4.047633218,76.83551005,82.03707345,0
465,4.696220738,6.407768086,5.278919322,73.60695504,80.62502639,1
610,3.705537579,4.3482593,3.500529827,76.0666096,79.74963558,1
546,5.229722565,7.208806144,2.037583377,76.69412605,78.06419846,1
1140,2.138910556,5.074697873,2.140442533,80.77329868,75.95362289,1
1176,4.006072822,5.246207525,2.928504973,77.70125945,85.38070899,0
785,5.165910902,4.161417661,2.984932301,75.21324912,72.03196537,1
1205,4.693127934,4.859712028,3.087607391,76.78901811,85.36679667,0
813,4.485256962,8.60506641,1.668093683,76.21797975,77.23755386,1
885,3.352268727,7.179889206,2.455018689,77.16205408,71.35190737,1
778,2.101159576,4.647124038,2.495398628,77.70885984,76.77325998,1
1324,2.500292992,5.053602382,3.943272653,76.60858206,82.32345319,0
833,3.758835012,6.281994196,1.660213894,76.56045064,70.93811193,0
855,4.561050629,6.369320246,2.770627794,75.39641791,75.39834008,1
801,4.659347484,4.329364364,3.045568282,75.93147772,74.03943042,0
630,2.6393673,8.562674799,1.858249759,75.78892312,72.61236021,0
801,2.676855273,6.091457568,1.661922576,77.23727521,86.18530625,0
548,3.079788441,5.737909033,3.367914295,74.33290677,80.43050619,1
592,4.544101366,4.610141713,2.394447581,77.33609081,88.37328302,1
532,4.799351102,8.365104215,2.447521171,76.01706982,69.57553833,1
502,2.470829731,5.175711872,1.998301759,73.72222433,80.08551663,1
684,2.662283679,9.008452941,3.046106885,76.47910564,70.25386031,0
567,4.941227147,6.879212665,1.680247512,75.8052704,71.48257432,0
627,2.615780979,5.32593631,2.992480677,77.14236098,78.00535487,0
908,0.946469186,4.707693909,1.276052059,74.68074864,81.28123118,0
507,2.595563183,10.6081726,2.516150951,77.51895487,77.04485448,1
916,2.470375732,8.021708594,3.45345776,77.14407184,73.31269559,1
728,3.716383665,8.466802277,1.138977245,75.86830318,71.24365779,1
991,4.629464539,6.527444178,2.411187981,75.64382589,85.48119808,1
711,2.035548999,5.559303775,2.260148077,76.68116093,82.93790923,0
831,3.120185797,5.257630386,1.273368414,83.94933148,70.13849606,1
433,2.966353336,14.02751381,2.929602456,81.42414975,77.61524235,1
741,2.447424608,6.090254632,2.395302331,74.00512258,74.62781131,0
517,4.582489244,6.269436277,3.535949949,74.86159606,83.23749488,1
675,3.141451756,6.206747725,1.753042538,77.57997514,76.91602651,1
553,2.235838178,1.863693367,1.884320038,81.88609161,73.49435643,0
599,4.176449613,6.166925827,1.695992126,78.41794771,77.69186883,0
962,5.562747852,7.59616101,2.837812482,80.04334342,86.15575232,0
525,5.602011068,3.597902456,2.769796615,78.40011908,65.62481644,1
662,2.126854904,4.704842108,2.885734536,77.86680312,89.16932808,1
374,3.696694909,7.410403641,1.250102206,77.49503091,80.05310435,1
580,4.683462755,4.960392543,2.730917839,78.02142596,87.37148599,1
673,2.088715547,5.220011055,3.092647713,77.52158963,74.5977148,0
690,4.658746522,4.505188866,3.447214952,85.99338021,72.85984409,0
764,3.347337714,5.019239418,2.213607763,74.2409351,79.3283284,0
815,2.916353056,7.103442062,1.098852389,77.06982,78.1874507,1
793,3.514322564,7.138490931,2.485575963,77.07395172,77.99060189,1
405,2.289350522,3.830845047,3.452194938,76.56466959,87.0224273,1
540,4.117388848,9.048691531,2.516362398,77.25212386,81.54455543,1
742,2.17781017,5.657581504,0.960415882,83.63950439,72.81110749,1
914,2.047387317,6.698896496,2.110822035,78.03995457,91.49977162,1
359,2.427346872,0.095331933,2.408770614,76.06703282,81.32511853,1
660,5.124605919,3.157558272,1.992785146,76.79948206,86.46552377,0
659,2.894886722,4.991706009,1.881455426,77.96910074,77.33694868,0
891,2.315109978,6.295665692,1.723354648,77.13679156,88.7601381,1
1019,4.479105181,4.030738813,2.005506948,77.79734115,79.44698286,0
1195,2.881366539,6.411253079,2.030101579,84.4307754,81.34624525,0
847,3.652028095,4.875655747,2.635374698,83.61813958,83.51824741,0
1249,0.298440123,6.773670415,2.398975078,85.18359928,86.33628199,1
443,4.360361089,8.350902344,3.459189578,75.80302848,78.22490988,1
522,3.94360057,8.71008446,2.226765549,77.4320655,77.53117802,1
797,5.0698356,5.83565056,3.6396676,76.44313193,75.50203105,1
627,4.978613694,7.071436241,2.140003807,75.15100496,85.3503656,0
892,2.055541883,5.890515103,2.516196843,77.09490833,67.54156889,1
1394,4.863202046,6.271119257,4.449589504,75.010658,69.81170831,1
1521,0.189371695,9.035042901,3.197901662,76.08290039,82.79627766,0
965,3.676709515,5.276505333,2.088815654,74.23883015,77.52086189,0
809,1.864633745,6.829829014,1.360395067,73.80415486,82.55630515,1
632,2.376094421,3.222884944,2.98376162,76.58215419,80.39984501,1
1035,1.885759592,8.410826047,2.726841657,77.27639793,73.57671209,0
592,1.988394812,4.344370895,2.129278496,75.9271728,80.86582891,0
1436,4.414597305,13.03311237,2.880989733,77.13799725,83.50389912,1
862,2.814621376,6.579809747,1.866749532,74.15749248,83.21867327,0
1429,3.265105561,6.995912202,5.316528725,84.84575903,81.95892263,0
799,2.419380978,9.985853689,2.635484223,75.69894718,76.76271535,1
877,3.38331096,6.12793914,1.906547499,76.49940332,82.69738629,1
887,3.08364134,5.588579834,2.130974836,75.43030061,73.46376952,1
698,2.020626454,4.179939345,1.243130724,80.86730764,78.92269813,0
576,4.464588772,5.109244308,2.616664022,83.36370301,79.07216271,0
1079,4.63175078,11.97875299,3.621111041,78.44181542,82.70936339,0
783,3.458285669,7.477870949,1.483133215,77.58408683,75.35758643,1
989,4.95909571,6.15308164,2.351431481,74.04451224,71.92061631,1
562,0.158712284,4.889463764,2.750011239,84.30346394,82.33448963,0
429,2.781787812,14.45696642,3.47307371,77.76735999,72.76055125,1
807,2.642883515,5.230102377,1.688206687,76.53041765,81.35861022,0
427,3.65661683,9.633174204,1.423482398,77.25776565,66.44921806,1
754,2.219310989,5.718554993,1.866327092,78.04014786,75.26036375,0
781,3.544010272,8.019388437,1.752707366,75.78706548,88.17244343,1
679,3.671640671,4.037141727,1.221788423,76.27958399,73.36289384,0
822,2.482027491,8.625618308,2.068058035,74.35590612,68.61140977,1
548,3.934513328,5.985997537,3.068311892,76.4998471,74.34540215,0
700,2.477468887,8.754382335,0.833330445,77.3749236,86.55861877,0
840,2.005530495,5.252084184,2.790781178,76.75171279,71.51533827,0
464,3.757133291,11.50117196,4.259206772,77.02559222,88.30011807,0
906,3.083838751,1.603487687,1.903619053,75.80585402,83.0677093,1
490,2.914719776,3.744594825,2.00356774,75.97784649,79.15939819,1
664,5.712007791,8.068809412,2.553382359,76.15218904,88.83545484,1
535,2.666068211,7.280019101,2.422013565,74.94296049,83.08148415,1
630,3.134031917,5.139624786,1.672482088,74.31603969,74.6568726,1
1041,1.799188127,6.495777021,1.611598993,74.66255828,88.3112614,1
621,4.750896974,11.06943935,1.17232089,75.26630503,80.73605282,1
634,4.144613565,8.879249763,1.954019758,74.04726973,80.93710058,1
602,2.731975509,8.964243383,1.989849504,75.35362765,66.87183502,1
815,2.923656891,2.866093513,1.108356138,76.23552179,77.37594792,0
600,2.758239329,6.934654108,1.523511438,77.90625176,83.65736191,0
592,4.255966585,8.448575694,2.945151001,75.22788929,80.52925722,1
1034,2.916281092,4.58520499,2.236370309,76.43109089,78.7823313,0
814,2.754250711,10.34175075,2.95620971,77.55965737,74.51025038,1
509,4.875057985,4.888984715,1.928559236,84.31452348,77.33970715,1
506,3.059820932,5.018980518,1.636917561,84.48369974,79.51374864,1
518,0.262880923,4.803321891,2.248858086,77.61954911,77.44295767,0
930,3.17899577,3.897454841,2.411754995,75.874428,80.95634203,1
536,3.107335323,7.474481334,2.590732856,76.85421729,79.5916449,1
750,2.348243227,8.43631994,2.367492906,77.69272861,79.63922891,0
760,5.662571798,5.47827844,1.79546824,76.99088995,88.54636306,1
668,2.44073251,8.511191127,1.582958098,83.44955272,86.94050144,0
730,1.825122543,4.345225656,2.845759367,75.85066929,84.67046358,0
1020,2.341105533,4.381784498,1.240205329,77.96615491,86.11216318,1
872,2.648200623,6.743217177,2.668918725,79.72743413,79.07576432,0
682,2.49066312,6.277267831,1.690134342,81.73595068,89.13162595,1
724,2.370686585,3.523010854,1.807513495,78.34027569,84.68887138,0
736,2.519718003,4.284839643,1.546389617,77.3728606,77.503126,1
470,2.194551394,8.769584039,2.987505358,76.22212297,87.21525448,1
794,3.938692041,6.236452353,3.01492004,76.73616225,75.47887751,0
932,3.465342146,4.315033424,1.596140074,76.58294151,87.51789668,0
519,3.045280899,13.35952521,0.228063999,78.53047452,70.22625618,1
723,3.784283546,7.054115022,1.582154559,78.03091036,83.57913366,1
727,2.960104799,4.583661276,1.999326849,74.80823041,78.323602,0
1204,2.161743425,6.60963629,2.879192697,76.02047117,67.40648444,1
390,2.836780694,5.551927955,2.245348032,74.60777944,80.5336569,1
727,2.823750054,9.105354821,3.50844791,79.98487523,76.00278171,0
701,3.364406885,7.592453112,5.06761218,83.79432596,73.52691221,1
694,2.640248751,9.99607866,3.042695293,74.84425702,77.58058766,1
928,2.717024766,6.812118506,1.44400394,82.42569733,84.80427098,0
1108,3.420267039,4.788703654,2.190581327,83.09200598,76.22868705,0
662,3.07252771,6.618104112,2.862452868,78.92469828,81.35028471,0
791,3.603794486,6.111216657,1.756325494,79.51553418,78.22078184,0
456,3.728092129,5.0986118,2.585297112,76.63120318,72.92533776,1
1089,3.211449851,6.95393876,1.944323175,78.95986095,69.12630421,1
625,1.990927765,4.608575394,1.821683151,74.08297144,76.73183807,0
718,2.907221465,5.943261138,1.790098172,75.29469123,75.92380777,1
954,4.844505643,6.593706259,3.692970433,78.27840696,66.63542152,0
763,1.535081515,5.294866577,1.199649439,76.34290082,68.87837033,0
843,3.734091906,4.702996956,3.528768578,82.89919531,85.75249758,1
751,2.971925074,6.622201697,2.510578266,75.34577197,76.39337845,1
983,3.144771508,3.100991356,2.101836234,75.63182966,75.69789458,0
886,3.631693873,1.999349808,2.97656721,76.44019324,75.46375295,0
740,4.902010597,5.682303256,2.776320257,75.22706368,79.35663699,0
711,4.169147816,6.579758023,2.40742326,74.1826121,71.75035745,0
954,4.477719612,4.965477568,4.295656951,86.32274996,78.23187544,0
716,2.319944735,5.297727366,2.945164736,77.4548724,72.00700736,1
1040,3.939991879,3.221985605,1.196916,80.61394434,73.99585924,0
850,2.359059209,5.958804338,2.127011959,75.54159225,75.93705098,0
651,2.456176637,4.64448693,1.637812237,82.9648952,85.245615,0
713,3.686923292,5.380364062,1.427176815,76.73630954,76.7208844,1
564,3.785006011,5.30742772,1.521325193,77.03311945,90.15352136,1
436,5.290676007,4.838787449,1.508015713,74.86264311,69.2788959,1
778,4.226256521,6.894746637,1.770021202,77.66467865,82.59769002,1
995,4.296003792,8.324851005,1.838748666,72.92298243,75.37504543,0
935,2.352369895,5.293495931,2.546356637,83.31802188,77.72529024,1
1009,3.923805435,4.497180772,1.768298405,75.53545451,86.74686461,1
560,3.03219791,5.319837063,0.789851275,81.29857529,85.81085021,0
446,2.265993392,6.328131264,5.041899251,77.82216505,79.48316291,1
465,3.50453428,5.046699277,1.306945477,75.31763006,75.274551,0
760,3.462016279,7.775932097,4.241514178,76.37083006,80.13823237,1
619,3.934368926,7.698462273,2.278726856,86.06308412,88.42011639,1
861,2.376847358,8.507502968,2.079651217,84.07593646,75.20227062,1
850,3.498806684,8.498507047,2.526938696,77.27218304,76.85772732,0
586,3.835205202,10.69300121,0.367662073,73.86046856,80.69589113,1
656,2.67570133,6.344632569,2.529424691,75.81191545,66.33027291,0
1277,4.355234539,8.026331517,0.908249022,78.18672367,73.44281099,1
1522,3.301200593,6.311173599,3.566299045,79.08483554,76.32426011,0
842,2.265495214,3.142962356,1.155115467,77.9430778,84.73418924,0
879,3.828521308,4.177730423,1.184206717,75.81552849,90.29636461,0
811,3.214904514,5.426884275,1.942635451,76.59093813,76.64365854,1
524,2.304571541,9.020127247,2.231480686,77.83148095,69.05683631,1
554,3.493155064,13.35549411,3.100595252,81.20392931,66.35308923,1
981,3.692886271,5.766643657,2.651614049,84.50934572,80.49863258,0
919,2.924451562,4.971495971,3.711388096,80.96753048,80.95149993,1
697,4.482707918,5.159415071,1.828306746,77.70599986,75.35418676,1
773,2.135588581,6.823495922,1.713706205,77.34447365,83.51032168,0
991,2.446591768,5.163510733,2.422038065,76.11796141,77.92344331,0
716,3.241162369,6.778317848,1.047764481,76.79410197,77.53077319,0
461,4.219484306,7.569036384,3.025627353,77.64843802,92.11321432,1
1312,2.382446409,4.043380724,2.819835096,79.22372865,78.22559989,0
695,2.876398904,3.799518441,1.143531266,75.8401196,82.13261145,1
964,3.007727651,7.121125567,3.322855182,77.30844792,83.19324814,0
395,2.660074305,10.08991908,2.618791404,75.27231485,74.17561012,1
781,2.262383769,8.047641423,1.707715116,83.8771904,66.52698341,1
1381,4.409951867,6.871637185,1.591179535,76.30511228,73.80566753,1
971,3.292745929,2.740716289,2.889257153,78.80060714,79.93736915,0
759,2.575167849,5.341572664,3.492233113,84.15029423,79.83860068,1
577,5.686247277,7.173500045,4.130749761,74.33106411,83.54289177,1
636,3.197928275,5.356711764,2.149771982,77.29056055,79.65939971,1
890,2.941271657,5.764450938,1.176288206,83.76912196,88.97689985,0
673,1.921312384,5.572455299,1.837489635,75.12810261,73.05638626,0
552,6.093179661,4.762939007,2.209546889,74.11513071,81.6424259,1
611,2.388089657,2.975794248,2.558657127,75.75400591,83.39240361,1
422,4.438999046,5.341326834,2.263618239,76.86467742,78.71824938,0
907,3.73873047,7.619844544,2.44249517,77.1823635,76.1936689,0
764,2.906079843,8.572967145,2.407333125,77.36771741,81.5117588,1
524,2.708685393,4.785981805,1.413569559,76.53280895,65.81168535,1
1035,3.79556451,7.899021508,2.794537139,77.66757033,75.34698288,0
699,2.358260908,5.02903398,1.625454,76.24677229,73.26772224,0
1293,2.084073071,6.912758074,1.947443778,75.6154519,73.62474172,0
834,3.685473349,7.428454954,1.320853188,74.99213547,68.27926469,1
622,5.227543259,8.424356432,3.48480036,75.67458408,87.75991831,1
517,4.528669284,5.230016689,1.499711944,77.71802917,68.51849937,1
404,2.938766644,4.706743717,3.458810575,77.19895245,87.81515855,1
834,4.564749114,5.194108935,2.258431662,77.88205634,93.04646028,1
931,3.733290956,6.577316454,2.682818621,83.15326807,83.74164297,1
726,3.357011841,5.189478466,1.358577199,86.64078406,69.71869916,1
549,2.962888954,7.869309836,1.17531769,79.17046402,70.8272095,1
804,4.359357268,5.002217696,1.66670702,73.85684544,80.41326104,0
905,2.30947156,6.400908939,3.274320637,77.3532489,75.99187994,1
1019,2.476156634,6.316212523,1.462275311,77.85339864,80.19045751,0
475,4.559912687,8.457963182,1.599540957,77.314579,88.13201718,1
1073,2.907462048,8.973698826,1.251051987,83.43500963,74.89510965,1
811,2.740817853,5.646508118,4.932579465,81.41059025,85.43089097,0
1029,2.528493127,8.954362302,2.716114248,75.95288436,76.62333628,0
766,3.042279513,6.943620218,1.330639794,76.46882997,80.78100527,1
941,2.834998545,6.611676981,1.64539486,79.62341295,81.541942,0
1183,2.818982776,8.621274762,1.014461054,76.13483701,72.36712913,0
368,3.801407614,6.217480841,3.595575407,79.53106673,83.10007796,1
636,0.996441894,2.001760432,2.234294038,77.04082113,76.05656508,1
955,5.100299674,9.488204528,2.114151494,77.02300823,75.3613971,1
574,5.807861458,6.497179759,1.667277789,74.72062038,74.33900568,1
1114,4.12410955,6.02314996,1.995945614,76.04035493,81.81689605,1
1034,2.357869232,1.5845327,1.923361562,73.07102899,80.8921038,0
755,3.201776255,7.569532248,1.326309961,85.42243237,67.15353327,1
1448,2.315208439,6.833427116,1.64788743,77.22733416,79.91855139,0
1096,5.169692989,5.205118662,4.395413841,74.97413199,72.36754602,1
1041,2.826586068,6.116928304,1.300058172,77.80391171,90.46638725,1
783,4.090575336,5.074680279,1.413296428,78.48018204,71.90235832,0
918,4.683521719,7.984722741,1.602496955,76.65713639,78.9664137,1
757,5.0242972,6.213922855,1.498265957,74.86646571,78.81490066,0
648,2.689928416,4.447166129,2.526988594,75.63716102,69.66751507,1
437,2.749569573,7.989146874,2.355380712,76.47359178,79.46227944,0
762,4.371894895,4.789459977,3.444749322,77.80326988,74.42402149,1
928,4.86083745,6.101372824,2.480547918,75.88805091,82.66793307,1
804,2.124340921,5.712782395,1.243423047,75.99336364,92.28642397,1
944,4.895632399,6.179439809,3.076564596,80.48777988,82.66876686,0
702,4.964932391,6.605684692,3.72012569,76.59954024,71.69536072,0
1241,5.032921861,14.10747176,1.771239137,77.83934971,88.59752246,1
928,3.714234862,5.143403171,2.7805682,73.62804035,70.34740137,1
603,3.961661298,4.789571666,1.69318621,76.97952642,79.12642552,1
923,4.457010094,4.859948904,3.326562803,76.99463879,84.52490463,1
491,4.16573091,6.448849465,2.342862944,73.60306904,80.6118766,1
747,2.350813605,5.107784778,5.329610078,78.20416864,83.36449789,0
801,2.055937889,6.429183235,3.157094198,74.48421478,76.42009325,0
682,2.391655927,4.617195828,2.848982106,76.27241676,69.88460898,0
531,2.752722207,3.74276504,2.564415915,77.00699461,67.63989497,1
759,2.479499744,5.442148259,1.91155967,75.71926,85.33306315,0
599,3.946371688,3.704981751,1.641831272,75.57665503,84.39772207,1
660,2.304241005,6.698155481,1.733168766,73.27301308,69.82162172,1
648,2.661483059,4.874774483,1.767956149,75.32670035,70.658653,0
1070,2.376417226,5.538808613,1.362453093,76.8777915,74.0942779,0
611,2.081242263,4.601623614,3.048033566,75.97584329,81.82645119,0
741,2.416913184,8.576523993,1.993765781,76.32406858,86.82096209,1
767,2.648127113,6.395074015,1.972828219,76.9550307,80.79834083,0
946,5.229254637,9.333714746,2.694065013,85.66117023,81.2473261,0
813,2.921475852,5.851868912,0.329373811,78.56737349,73.37350412,1
984,3.692439228,5.295042233,1.662781116,78.40153763,65.33222735,1
665,2.763026429,7.450452574,3.961021407,77.63614488,76.76926275,1
1385,2.526761,6.591818268,3.342008728,75.8300733,79.68724115,1
755,2.743945949,4.763432533,2.845741436,76.31578638,86.93828624,1
645,0.855078608,0.785971997,1.941373398,77.06890159,73.295796,0
1104,2.259224073,6.840530506,1.885217396,75.1248128,73.91005005,1
740,2.359164164,7.147234078,1.530200476,76.44273469,80.06432931,1
1019,4.393304674,7.817892935,1.770720106,83.27332504,69.10288976,1
672,2.95680847,5.263728741,2.367819634,80.72217498,86.31671946,1
754,3.414154364,5.975784622,3.219875317,84.06322337,86.96826268,0
1292,4.504137567,8.657419753,2.959173557,76.50431081,71.74080651,0
785,4.396418665,3.919986267,4.020617991,86.40796897,74.97154886,0
602,4.634554032,6.369686705,1.571610029,85.17321243,78.58991731,0
577,2.518349767,6.502812233,2.236687066,81.2735293,78.08518322,1
848,3.833365062,2.388807053,2.378656875,76.97266772,82.39264419,0
553,4.369523041,8.061723342,2.340630546,76.50909103,80.10926822,1
959,1.824188873,7.96728856,1.135671003,73.82489042,88.5996535,1
1163,2.731725595,3.703595258,2.951684392,76.78462566,81.40008837,0
710,3.32137568,7.655270015,3.476591258,74.4753573,78.36629604,1
657,2.994991541,4.178793493,2.47931994,77.22640418,78.19048215,1
1002,2.53531116,4.319270146,2.298679963,76.32379902,74.78796852,1
1367,4.126405899,4.289360368,1.783420119,77.93186406,76.88707645,0
632,2.790786352,4.917217991,1.450856301,78.83559492,69.47322961,0
